Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,146.4199981689453,147.07000732421875,141.39999389648438,142.3000030517578,133.04156494140625,1986500
2018-01-03,141.91000366210938,144.13999938964844,141.75999450683594,143.4199981689453,134.088623046875,2675400
2018-01-04,143.61000061035156,145.3300018310547,143.33999633789062,144.0,134.63092041015625,1935500
2018-01-05,144.36000061035156,144.9600067138672,142.77999877929688,144.25999450683594,134.87400817871094,1629100
2018-01-08,143.55999755859375,143.74000549316406,142.00999450683594,143.52999877929688,134.1914825439453,1556100
2018-01-09,143.74000549316406,146.22000122070312,142.86000061035156,145.85000610351562,136.36056518554688,2208600
2018-01-10,145.52999877929688,145.8300018310547,144.9499969482422,145.2899932861328,135.83697509765625,1541600
2018-01-11,145.22999572753906,145.8800048828125,143.85000610351562,144.5,135.09835815429688,1428600
2018-01-12,144.6999969482422,145.82000732421875,143.6699981689453,145.63999938964844,136.1642303466797,1357400
2018-01-16,145.9600067138672,146.1699981689453,144.67999267578125,145.6699981689453,136.19227600097656,1867800
2018-01-17,146.52000427246094,147.82000732421875,145.77999877929688,147.5399932861328,137.94061279296875,1729100
2018-01-18,147.5500030517578,148.30999755859375,146.42999267578125,147.69000244140625,138.0808563232422,1327400
2018-01-19,148.00999450683594,148.3000030517578,146.9499969482422,148.1999969482422,138.55763244628906,1475000
2018-01-22,148.5399932861328,149.82000732421875,148.38999938964844,149.7899932861328,140.04420471191406,1436600
2018-01-23,149.8000030517578,154.19000244140625,149.75,153.2899932861328,143.3164825439453,3036100
2018-01-24,153.16000366210938,155.3800048828125,152.57000732421875,154.97999572753906,144.89651489257812,2113600
2018-01-25,154.91000366210938,155.2899932861328,153.2899932861328,154.80999755859375,144.7375946044922,1641700
2018-01-26,154.9600067138672,155.91000366210938,154.25,155.8000030517578,145.66319274902344,1311400
2018-01-29,155.5,155.80999755859375,153.92999267578125,154.1199951171875,144.09246826171875,1334700
2018-01-30,153.94000244140625,155.5500030517578,152.92999267578125,153.05999755859375,143.1014404296875,2203700
2018-01-31,154.35000610351562,157.5,153.85000610351562,156.14999389648438,145.9904022216797,3363800
2018-02-01,155.83999633789062,156.89999389648438,154.5800018310547,155.47999572753906,145.36399841308594,2088100
2018-02-02,155.0500030517578,156.44000244140625,153.10000610351562,153.25,143.27906799316406,1469100
2018-02-05,152.99000549316406,153.66000366210938,146.57000732421875,147.35000610351562,137.76296997070312,2327600
2018-02-06,145.0,147.08999633789062,141.4499969482422,145.8800048828125,136.38861083984375,3348700
2018-02-07,145.60000610351562,149.63999938964844,144.88999938964844,147.52000427246094,137.92190551757812,3102300
2018-02-08,147.64999389648438,148.02000427246094,140.30999755859375,140.38999938964844,131.2557830810547,2266000
2018-02-09,141.66000366210938,145.58999633789062,140.08999633789062,144.52000427246094,135.11712646484375,3508400
2018-02-12,144.97999572753906,146.27999877929688,142.47999572753906,144.61000061035156,135.2012481689453,2205800
2018-02-13,143.75999450683594,145.52000427246094,143.36000061035156,145.1199951171875,135.6780242919922,1387800
2018-02-14,144.5,147.36000061035156,143.8000030517578,147.2899932861328,137.7068634033203,1989100
2018-02-15,147.72000122070312,148.5800018310547,146.27999877929688,147.07000732421875,137.5011749267578,1783100
2018-02-16,146.6999969482422,148.10000610351562,146.0500030517578,147.0,137.4357452392578,1514300
2018-02-20,146.88999938964844,147.66000366210938,144.5399932861328,145.44000244140625,135.9772491455078,1270500
2018-02-21,145.52999877929688,146.74000549316406,143.6699981689453,143.72000122070312,134.36911010742188,1581300
2018-02-22,144.0,145.2899932861328,142.72000122070312,143.07000732421875,133.7614288330078,1996700
2018-02-23,143.27999877929688,144.00999450683594,142.19000244140625,144.00999450683594,134.64024353027344,1386400
2018-02-26,144.19000244140625,146.64999389648438,144.02999877929688,146.13999938964844,136.63168334960938,1803200
2018-02-27,146.11000061035156,146.5800018310547,144.19000244140625,144.19000244140625,134.8085479736328,1739400
2018-02-28,144.67999267578125,145.6699981689453,141.8300018310547,141.9199981689453,132.68624877929688,1315300
2018-03-01,142.02999877929688,143.35000610351562,139.17999267578125,139.80999755859375,130.71353149414062,1377000
2018-03-02,139.0399932861328,140.02000427246094,137.49000549316406,139.86000061035156,130.7602996826172,1784600
2018-03-05,139.50999450683594,142.47999572753906,139.11000061035156,141.55999755859375,132.34967041015625,1357000
2018-03-06,141.75,142.22000122070312,140.39999389648438,141.92999267578125,132.69557189941406,1176300
2018-03-07,140.8000030517578,141.13999938964844,139.57000732421875,140.63999938964844,131.4895477294922,1462700
2018-03-08,140.75999450683594,142.3300018310547,140.22000122070312,141.91000366210938,132.67689514160156,1247700
2018-03-09,142.72999572753906,144.0,141.17999267578125,144.0,134.63092041015625,1569000
2018-03-12,144.19000244140625,145.0800018310547,142.1699981689453,143.08999633789062,133.7801513671875,1149000
2018-03-13,144.14999389648438,144.30999755859375,141.77000427246094,141.94000244140625,132.70494079589844,1307400
2018-03-14,142.6999969482422,142.6999969482422,140.19000244140625,140.75999450683594,131.60174560546875,1354000
2018-03-15,141.0399932861328,142.41000366210938,140.67999267578125,141.05999755859375,131.8822021484375,1378700
2018-03-16,141.1699981689453,142.5399932861328,140.22999572753906,140.97999572753906,131.80740356445312,2699500
2018-03-19,140.80999755859375,141.5,139.47000122070312,140.3000030517578,131.171630859375,1414900
2018-03-20,140.85000610351562,142.02999877929688,139.6300048828125,141.32000732421875,132.1252899169922,1197200
2018-03-21,141.67999267578125,141.75,140.22000122070312,140.25999450683594,131.13424682617188,1068000
