Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,145.25,145.4600067138672,143.9600067138672,144.6199951171875,130.36962890625,2824900
2018-01-03,144.60000610351562,145.36000061035156,144.30999755859375,144.58999633789062,130.34254455566406,2423200
2018-01-04,145.07000732421875,147.1199951171875,144.4499969482422,144.60000610351562,130.3516082763672,3292500
2018-01-05,145.13999938964844,145.3699951171875,143.94000244140625,144.77999877929688,130.5138702392578,2079400
2018-01-08,144.5,145.74000549316406,144.27000427246094,145.0500030517578,130.7572784423828,2564900
2018-01-09,145.99000549316406,149.0399932861328,145.36000061035156,147.82000732421875,133.2543182373047,2438100
2018-01-10,148.47999572753906,151.10000610351562,148.0,149.6199951171875,134.87693786621094,1960900
2018-01-11,150.4199981689453,151.49000549316406,149.83999633789062,151.49000549316406,136.56268310546875,2397000
2018-01-12,152.3300018310547,153.5,150.0,151.83999633789062,136.878173828125,3275200
2018-01-16,152.80999755859375,154.89999389648438,151.52999877929688,152.25999450683594,137.93817138671875,2688300
2018-01-17,152.99000549316406,154.92999267578125,151.83999633789062,154.22999572753906,139.72283935546875,2738500
2018-01-18,153.6999969482422,154.88999938964844,152.94000244140625,153.7100067138672,139.2517547607422,2680000
2018-01-19,154.36000061035156,156.14999389648438,154.10000610351562,155.25,140.6468963623047,2735600
2018-01-22,155.1199951171875,155.72000122070312,154.30999755859375,155.72000122070312,141.0727081298828,1856600
2018-01-23,154.60000610351562,156.50999450683594,154.3300018310547,155.77000427246094,141.1179962158203,2313100
2018-01-24,155.69000244140625,158.27000427246094,155.69000244140625,157.74000549316406,142.90269470214844,1828800
2018-01-25,158.35000610351562,158.69000244140625,157.35000610351562,157.8000030517578,142.95704650878906,2054800
2018-01-26,158.02000427246094,158.75,157.0800018310547,158.66000366210938,143.73614501953125,1930100
2018-01-29,158.4499969482422,160.07000732421875,158.39999389648438,159.2100067138672,144.23443603515625,1686600
2018-01-30,158.25,159.4199981689453,157.13999938964844,157.89999389648438,143.047607421875,2372700
2018-01-31,158.39999389648438,159.42999267578125,157.42999267578125,158.02000427246094,143.1563720703125,1921800
2018-02-01,157.41000366210938,159.83999633789062,157.10000610351562,159.14999389648438,144.1800537109375,2016400
2018-02-02,158.66000366210938,159.44000244140625,157.3699951171875,157.97000122070312,143.1110382080078,2782000
2018-02-05,156.17999267578125,157.74000549316406,149.3000030517578,150.32000732421875,136.1806640625,5096900
2018-02-06,147.02000427246094,154.75999450683594,146.33999633789062,154.2899932861328,139.7772216796875,4582200
2018-02-07,153.75,156.8699951171875,153.38999938964844,155.0,140.42041015625,2495000
2018-02-08,155.0500030517578,155.8300018310547,149.3800048828125,149.3800048828125,135.32907104492188,2946800
2018-02-09,150.97999572753906,153.0,147.1699981689453,151.7100067138672,137.4398956298828,2977700
2018-02-12,152.8000030517578,154.2899932861328,151.1699981689453,152.27999877929688,137.95628356933594,2429100
2018-02-13,151.0399932861328,153.52999877929688,151.00999450683594,153.2899932861328,138.87124633789062,2131500
2018-02-14,152.83999633789062,158.6999969482422,152.83999633789062,158.27000427246094,143.38282775878906,2207100
2018-02-15,159.4600067138672,160.32000732421875,158.6699981689453,159.86000061035156,144.82327270507812,2143300
2018-02-16,158.91000366210938,160.80999755859375,158.3000030517578,159.0800018310547,144.11663818359375,2168500
2018-02-20,158.6300048828125,160.77000427246094,158.24000549316406,159.1300048828125,144.1619873046875,1707900
2018-02-21,158.69000244140625,163.24000549316406,158.69000244140625,161.27999877929688,146.10971069335938,2554900
2018-02-22,161.72999572753906,162.8000030517578,157.25,157.60000610351562,142.77586364746094,2391500
2018-02-23,158.13999938964844,160.14999389648438,157.60000610351562,160.08999633789062,145.03163146972656,1594400
2018-02-26,160.72999572753906,161.89999389648438,159.42999267578125,161.8300018310547,146.6079559326172,1649700
2018-02-27,161.75999450683594,163.58999633789062,160.22000122070312,160.22999572753906,145.1584930419922,2088900
2018-02-28,160.8300018310547,162.0399932861328,157.58999633789062,157.66000366210938,142.83021545410156,2204600
2018-03-01,157.66000366210938,159.00999450683594,155.6999969482422,155.99000549316406,141.3173065185547,2604300
2018-03-02,155.25999450683594,157.82000732421875,153.82000732421875,157.42999267578125,142.62184143066406,1949200
2018-03-05,155.85000610351562,159.66000366210938,154.9600067138672,158.7100067138672,143.78146362304688,1749100
2018-03-06,159.0399932861328,159.85000610351562,157.1999969482422,159.33999633789062,144.3521728515625,1330100
2018-03-07,157.30999755859375,160.0800018310547,157.00999450683594,159.63999938964844,144.62399291992188,1425800
2018-03-08,159.9600067138672,160.38999938964844,157.3800048828125,159.49000549316406,144.4880828857422,1500000
2018-03-09,161.0,162.8000030517578,160.19000244140625,162.4499969482422,147.16966247558594,1750900
2018-03-12,162.50999450683594,162.99000549316406,161.50999450683594,162.25999450683594,146.99754333496094,1641300
2018-03-13,162.9600067138672,163.0,159.85000610351562,160.49000549316406,145.39404296875,1778600
2018-03-14,161.2100067138672,161.7899932861328,157.55999755859375,158.08999633789062,143.2197723388672,1923500
2018-03-15,158.6300048828125,158.77000427246094,156.7899932861328,157.8699951171875,143.02044677734375,2024700
2018-03-16,158.5399932861328,160.9600067138672,158.16000366210938,160.07000732421875,145.0135498046875,4518000
2018-03-19,159.64999389648438,160.3300018310547,158.0399932861328,159.42999267578125,144.4337158203125,1913400
2018-03-20,160.1699981689453,160.6999969482422,158.77999877929688,158.85000610351562,143.90829467773438,1649800
2018-03-21,159.1699981689453,160.94000244140625,158.49000549316406,158.88999938964844,143.94451904296875,1412500
2018-03-22,156.94000244140625,157.74000549316406,152.7899932861328,153.27999877929688,138.86216735839844,2606900
2018-03-23,153.77999877929688,153.83999633789062,146.91000366210938,147.24000549316406,133.39031982421875,2984800
2018-03-26,150.0,153.33999633789062,149.0,153.00999450683594,138.6175994873047,2459900
2018-03-27,153.9199981689453,154.19000244140625,148.05999755859375,149.17999267578125,135.14784240722656,2908900
2018-03-28,149.74000549316406,150.77000427246094,147.86000061035156,149.4499969482422,135.39247131347656,1815900
2018-03-29,150.47999572753906,151.83999633789062,149.1300048828125,151.24000549316406,137.01409912109375,1865400
2018-04-02,151.24000549316406,151.67999267578125,146.02000427246094,148.32000732421875,134.36875915527344,2016400
2018-04-03,149.6300048828125,151.4600067138672,148.19000244140625,151.10000610351562,136.88726806640625,2123700
2018-04-04,148.97000122070312,152.9600067138672,148.55999755859375,152.5,138.15554809570312,1934700
2018-04-05,154.0399932861328,154.5800018310547,151.60000610351562,152.75999450683594,138.39109802246094,2733000
2018-04-06,151.1300048828125,151.69000244140625,146.11000061035156,147.9499969482422,134.0335693359375,2067700
2018-04-09,148.94000244140625,152.36000061035156,148.91000366210938,149.2100067138672,135.17506408691406,2076200
2018-04-10,151.88999938964844,151.99000549316406,150.02000427246094,151.5399932861328,137.285888671875,1794600
2018-04-11,149.75,150.91000366210938,149.0,149.44000244140625,135.38340759277344,1353600
2018-04-12,150.7100067138672,152.97999572753906,150.60000610351562,152.49000549316406,138.14649963378906,2928400
2018-04-13,149.0,149.88999938964844,144.85000610351562,145.4600067138672,132.42910766601562,4676300
2018-04-16,145.94000244140625,146.8800048828125,143.72000122070312,143.83999633789062,130.9542236328125,3370200
2018-04-17,144.6199951171875,144.8000030517578,139.86000061035156,140.86000061035156,128.2411651611328,3870600
2018-04-18,141.38999938964844,142.8000030517578,140.86000061035156,141.66000366210938,128.9695281982422,2724300
2018-04-19,141.67999267578125,144.64999389648438,141.55999755859375,144.25999450683594,131.33657836914062,2464600
2018-04-20,144.27999877929688,145.60000610351562,143.0,144.1199951171875,131.20913696289062,2080400
2018-04-23,144.0500030517578,145.58999633789062,143.6199951171875,145.2100067138672,132.20150756835938,2014100
2018-04-24,146.32000732421875,148.27000427246094,144.17999267578125,145.00999450683594,132.01942443847656,2588600
2018-04-25,144.50999450683594,146.6699981689453,143.63999938964844,145.6999969482422,132.6475830078125,2435200
2018-04-26,145.25,146.75,144.49000549316406,145.72999572753906,132.6749267578125,2050400
2018-04-27,145.69000244140625,147.86000061035156,145.69000244140625,147.33999633789062,134.14068603515625,1988500
2018-04-30,147.77000427246094,148.38999938964844,145.61000061035156,145.61000061035156,132.56565856933594,1613600
2018-05-01,145.27000427246094,145.75,143.99000549316406,145.33999633789062,132.31985473632812,1998900
2018-05-02,144.72999572753906,145.66000366210938,143.30999755859375,143.61000061035156,130.74484252929688,2084600
2018-05-03,143.14999389648438,146.5,141.35000610351562,145.02000427246094,132.0285186767578,3518600
2018-05-04,144.38999938964844,146.88999938964844,142.85000610351562,145.60000610351562,132.55654907226562,1812400
2018-05-07,145.75,146.60000610351562,144.22000122070312,145.89999389648438,132.8296661376953,1745800
2018-05-08,145.97999572753906,148.5500030517578,145.5800018310547,147.52999877929688,134.3136749267578,1935600
2018-05-09,148.19000244140625,151.00999450683594,147.52000427246094,150.2899932861328,136.826416015625,1732500
2018-05-10,150.0,151.5,148.8300018310547,150.83999633789062,137.32711791992188,1376800
2018-05-11,151.08999633789062,151.91000366210938,150.2899932861328,150.97000122070312,137.44549560546875,1559000
2018-05-14,151.3800048828125,151.77000427246094,150.1199951171875,150.35000610351562,136.8810272216797,1737300
2018-05-15,150.0500030517578,152.2899932861328,149.97000122070312,150.7899932861328,137.28160095214844,2036100
2018-05-16,150.27000427246094,150.77999877929688,149.1999969482422,149.9499969482422,136.51687622070312,1323000
2018-05-17,149.50999450683594,150.7899932861328,147.92999267578125,150.64999389648438,137.15414428710938,1528000
2018-05-18,150.1199951171875,150.47999572753906,148.69000244140625,148.75999450683594,135.4334716796875,1283100
2018-05-21,149.22000122070312,150.52000427246094,149.10000610351562,149.42999267578125,136.04345703125,1140300
2018-05-22,149.6300048828125,152.25,149.24000549316406,150.8800048828125,137.36355590820312,2035400
2018-05-23,149.8800048828125,151.07000732421875,148.8800048828125,149.72999572753906,136.3165740966797,1533600
2018-05-24,149.4600067138672,149.6199951171875,146.22000122070312,148.5,135.19674682617188,1945900
2018-05-25,148.02000427246094,148.58999633789062,147.49000549316406,148.14999389648438,134.8780975341797,991800
2018-05-29,146.25999450683594,146.74000549316406,139.9600067138672,141.25,128.59622192382812,3992300
2018-05-30,143.05999755859375,144.9499969482422,142.4600067138672,144.30999755859375,131.3821258544922,2387500
2018-05-31,143.88999938964844,144.67999267578125,142.6300048828125,143.41000366210938,130.56272888183594,2839700
